category,text
tech,concerns over windows atms cash machine networks could soon be more susceptible to computer viruses  a security firm has warned.  the warning is being issued because many banks are starting to use the windows operating system in machines. already there have been four incidents in which windows viruses have disrupted networks of cash machines running the microsoft operating system. but banking experts say the danger is being overplayed and that the risks of infection and disruption are small.  for many years the venerable ibm operating system  known as os/2  has been the staple software used to power many of the 1.4m cash machines in operation around the world. but ibm will end support for os/2 in 2006 which is forcing banks to look for alternatives. there are also other pressures making banks turn to windows said dominic hirsch  managing director of financial analysis firm retail banking research.  he said many cash machines will also have to be upgraded to make full use of the new europay  mastercard and visa credit cards that use computer chips instead of magnetic stripes to store data. us laws that demand disabled people get equal access to information will also force banks to make their cash machines more versatile and able to present information in different ways. todd thiemann  spokesman for anti-virus firm trend micro  said the move to windows in cash machines was not without risks. mr thiemann said research by the towergroup showed that 70% of new cash machines being installed were windows based.  already  he said  there have been four incidents in which cash machines have been unavailable for hours due to viruses affecting the network of the bank that owns them.  in january 2003 the slammer worm knocked out 13 000 cash machines of the bank of america and many of those operated by the canadian imperial bank of commerce. in august of the same year  cash machines of two un-named banks were put out of action for hours following an infection by the welchia worm. incidents like this happen  said mr thiemann  because when banks start using windows cash machines they also change the networking technology used to link the devices to their back office computers. this often means that all the cash machines and computers in a bank share the same data network.  this could mean that cash machines get caught up in the viruses that are going around because they have a common transmission system   he said.  banks need to consider protection as part of the investment to maintain the security of that network   mr thiemann told bbc news online.  but mr hirsch from retail banking research said the number of cash machines actually at risk was low because so few were upgraded every year.  currently  he said  a cash machine has a lifetime of up to 10 years which means that only about 10% of all atms get swapped for a newer model every year.  windows cash machines have been around for several years   he said.  most banks simply upgrade as part of their usual replacement cycle.   in theory there is a bigger threat with windows than os/2   he said   but i do not think that the banks are hugely concerned at the moment.   it s pretty unusual to hear about virus problems with atms   he said. the many different security systems built-in to cash machines meant there was no chance that a virus could cause them to start spitting out cash spontaneously  he said. banks were more likely to be worried about internal networks being overwhelmed by worms and viruses and customers not being able to get cash out at all  he added. a spokesman for the association of payment and clearing services (apacs) which represents the uk s payments industry said the risk from viruses was minimal.  there s no concern that there s going to be any type of virus hitting the uk networks   he said. risks of infection were small because the data networks that connect uk cash machines together and the operators of the atms themselves were a much smaller and tightly-knit community than in the us where viruses have struck.
tech,first look at playstation 3 chip some details of the chip inside sony s playstation 3 have been revealed.  sony  ibm and toshiba have released limited data about the so-called cell chip that will be able to carry out trillions of calculations per second. the chip will be made of several different processing cores that work on tasks together. the playstation 3 is expected in 2006 but developers are expecting to get prototypes early next year to tune games that will appear on it at launch.  the three firms have been working on the chip since 2001 but before now few details have been released about how it might function. in a joint statement the three firms gave hints about how the chip will work but fuller details will be released in february next year at the international solid state circuits conference in san francisco.  the three firms claim that the cell chip will be up to 10 times more powerful than existing processors. when put inside powerful computer servers  the cell consortium expects it to be capable of handling 16 trillion floating point operations  or calculations  every second. the chip has also been refined to be able to handle the detailed graphics common in games and the data demands of films and broadband media. ibm said it would start producing the chip in early 2005 at manufacturing plants in the us. the first machines off the line using the cell processor will be computer workstations and servers. a working version of the ps3 is due to be shown off in may 2005 but a full launch of the next generation console is not expected to start until 2006. as well as being inside the playstation 3  the chip will also be used inside high-definition tvs and powerful computers.  in the future  all forms of digital content will be converged and fused onto the broadband network   said ken kutaragi  chief operating officer of sony.  current pc architecture is nearing its limits.
tech,sporting rivals go to extra time the current slew of sports games offers unparalleled opportunities for fans who like to emulate on-field action without ever moving from the couch.  the two giants in the field - espn and ea sports - have been locked in a heavyweight battle for years. the latter is the world s largest games manufacturer. years of experience mean that the titles in their steady flow of sport sims are finely honed  massively entertaining and ooze flair. sports broadcaster espn  meanwhile  has leant its name to a series of games that are similarly classy but lower in profile and price. but that status quo was changed forever - or for the next 15 years at least - by a deal earlier this year when espn sold ea the rights to its tv branding and on-air talent  meaning the espn games presently developed by sega will have to come to and end in their present form.  it was a massive-money deal that not only raised eyebrows but stirred active indignation in many quarters  with fans concerned that it is set to enable ea to monopolise the sports gaming landscape to an unhealthy degree. some particularly disgruntled fans set up an online petition that notched more than 18 000 virtual signatures. many of those clicking to complain were already rankled  for the espn coup happened just weeks after ea had pulled off another enormous licensing deal  controversially giving them exclusive rights to teams and personnel from america&#191;s national football league (nfl). so  will the sega - espn range be missed  a key reason for answering  yes  is that liking or disliking a sports game regularly comes down to personal taste  and having some options available always proves hugely handy. online soccer fans will testify to that  between bouts of arguing over which high-profile title rules supreme out of the similar-yet-hugely-different fifa 2005 and pro evolution soccer 4. on the same note  the espn 2k5 and ea sports games have so little to choose between them that picking favourites will come down to players  personal preferences and spending budget rather than any technical elements. taking hockey and basketball as examples  both publishers  efforts are phenomenally entertaining and fairly accessible. they also both look awesome  with the sega / espn versions perhaps shading things on a graphical front.  in terms of gameplay  i marginally preferred ea s nba live 2005 for basketball  and was more satisfied ice hockey-wise by espn s nhl 2k5. the espn games are a touch more arcade-like in look and feel and are slightly easier to get into  although like their rivals  they also offer a dizzyingly-extensive array of in-game tricks and overall challenge modes that should be enough to quench thirsts of even the most die-hard of sports fans. perhaps the most interesting aspect of the espn deal will be seeing how it affects the presentation of ea s future titles. the front-end decoration of ea s games has become something of an art-form in itself  loaded with slick visuals and oodles of licensed music. they are also immediately identifiable as coming from the ea stable  and the inevitable compulsion to add an espn look will no doubt change that in various ways. what is a shame is that the espn titles took similar care about framing the gameplay with an authentic setting - their preambles look and sound much like they would on tv. they are neat and excellent-value games in their current form  and combining them with ea s own established brand should produce a truly formidable beast.
tech,podcasters  look to net money nasa is doing it  14-year-old boys in bedrooms are doing it  couples are doing it  gadget lovers - male and female - are definitely doing it.  it is podcasting - diy radio in the form of downloadable mp3 audio files. they can done by anyone who has a microphone  simple software  the net  and something to say. some liken them to talking  audioblogs  because many complement text-based weblogs - diary-like sites where people share their thoughts. they are essentially amateur radio shows on the net  on demand  and the  movement  is at very early stages.  it s about real people saying real things and communicating   says adam curry  former mtv vj and the pied piper of podcasting. he was one of a community of people who created ipodder  a small computer program  known as an  aggregator .  it collects and automatically sends mp3 files to any digital music-playing device that can play wmp formats. those with digital music players can select which podcasts they like  and subscribe - for free - to that show s  feed . when a new podcast is available  it is automatically sent to the device when connected to a computer.  it is totally going to kill the business model of radio   thinks curry.  i just did a tour of madison avenue where all the big brands and advertising agencies of the world are   he says.  and they are scared to death of the next generation - like my daughter who is 14 - who don t listen to radio.  they are on msn  they ve got their ipod  their mp3 player  they ve got their xbox - they are not listening to radio.  so how are they going to reach these audiences   it is the distribution that is changing and the barriers are being brought down so everyone can be part of it.   it is a fledgling movement  but it is gaining momentum now that people have started thinking about how to make a business from it. ian fogg  jupiter research analyst  thinks there could be potential for business  but it could take an interesting turn if big companies  like apple and microsoft  get involved.  it is a nascent area but quite exciting. it is yet another area that demonstrates the move to a digital lifestyle and digital home is not over   he says.   podcasting is one of those interesting areas that bridges what you do at home and what you do out and about - a classic hybrid. it is another aspect of the  time-shifting  of content - the latest industry buzzword for being able to listen to what you want  when  and wherever you want. audiences are in the 10s  100s  and 1 000s rather than millions. more than 4 300 podcasts are currently listed. curry s daily source code - which he committed to doing daily to inspire the community - has 10s of thousands of listeners.  but dave winer is doubtful. he designed the format called rss (really simple syndication)  which gives web users an easy way to keep updated automatically on sites they like. podcasts rely on his technology because it is the way they are distributed. he is also writer of the longest-running weblog on the net  scripting news. he thinks its power lies in its democratising potential  not in its  over-hyped  business promise.   we re the sources  the people doing stuff  and podcasting is a way to tell people who care what we re doing.  no matter how you look at it  commercialising this medium isn t going to make very much money   he says.  podcasting is going to be a medium of niches  with  audiences  measured in the single digits  like e-mail or blogs.  maybe in a few years  maybe six or seven digits. but it will have to sustain interest beyond the hype balloon.  curry and associate ron bloom s new venture  called podshow  is to help ordinary people produce  post  distribute and market their podcasts. because of the way podcasts work  based on rss  the latest podcasts which people can select mean that they are ready-made targets.  when you look at podcasting - wow this is a pretty interesting audience. the audience is pre-selected. they have decided to subscribe to your program   explains curry. advertising  in his eyes  can be tailored to podcasts  to make it more imaginative and unobtrusive.  how i believe this will work  is to create a network that  in aggregation  will have enough numbers to support a return on investment for the advertisers and for the podcasters.  i have 50  60  70 000 listeners. i could make a couple of bucks off that  but not much. if you are talking a million podcasters  and then you can kind of divide that amongst ourselves  then that is kind of interesting.  essentially  he says  if you are doing a bass fishing podcast  someone who is selling bait and tackle will probably want to advertise on your show. he is clear the ads will not be the traditional  in-your-face  type familiar to commercial radio now.  we are really going to see these microcosms and commerce will be all over the place.   it is happening already. coffee-loving curry has sold $4 000 worth of coffee machines through a referral link to amazon from his site.  others use in-show promotions  like the dawn and drew show. one  eric rice  has won sponsorship from warner bros. he can now legally play the music of a band warner bros wants to push. some commentators on the net say it has a similar feel to the dotcom days. others say it is just another element of setting media free from big companies and letting people be creative. one thing is for sure; they are not about to disappear in a hurry. the creative forces behind radio are elated  says curry. for now  he tunes out the negative comments within the podcasting community.  i should be knighted for this   he adds  with a wry chuckle   people are going to be so happy to sit at home  make their podcast  and make a little money.
tech,digital uk driven by net and tv the uk s adoption of digital tv and broadband has helped make it the fourth most digitally-savvy nation in europe  according a report by jupiter research.  but the uk still lags in terms of broadband speeds compared to others. the most digitally sophisticated europeans  in terms of use of digital goods such as mobiles  tv  net and cameras  are the scandinavians. about 14 million households in the uk  60%  have digital tv  according to the communications regulator ofcom. the least digital of the european nations was greece  in 17th position  according to the digital life index.  scandinavian countries sweden  denmark and norway came out top in the report  but there were some differences in technology trends.  the european digital life index demonstrates that digital lifestyles are common today  but across europe there is no single digital lifestyle   said nate elliott  jupiter analyst.  consumers adopt different digital products and services in different countries.   although there are differences between different european nations  the gap between them is closing  the report concluded. the trend for gadgets and technologies  such as digital video recorders (dvr)  broadband  and video-on-demand will continue across europe  he added. more than six million uk households now have broadband net. by the middle of 2005  it is estimated that 50% of all uk net users will be on broadband. cable company ntl is trialling faster adsl (asymmetric digital subscriber line) broadband technology using adsl2+ which can give speeds of 18mbps compared to current speeds which are usually around 1mbps or 2mbps. bt is set to trial the technology later in the year. super-fast broadband will be necessary to the delivery of services such as high-definition tv (hdtv) and video-on-demand  already very popular in france and other european countries.  a separate survey by gmipoll last week found that  globally  people s appetite for technology and gadgets continues unabated. the poll of 20 000 people in 20 countries found that 59% wanted more technology.  the computer was the  must-have  gadget for most people (75%). the tv took second place (67%)  while the mobile was ranked in third position with 54%. digital cameras were the most popular choice of gadget for 2005  said the survey  with nearly 40% choosing this over wireless  home printing and dvr technologies. however  only 25% of britons said a digital camera would be their top gadget purchase of the year. almost a quarter  22%  said they would be buying some sort of wireless device. forty-four percent said they would be buying something  other . this might include digital music players  or gaming devices. the nintendo ds  sony s psp and gizmondo all hit the shops in 2005  and the first of the next generation of games consoles  xbox 2  is set to launch later this year. jupiter research s index is calculated using 40 different variables across net users  digital tv adoption  wireless and mobile  online activity  and digital devices.
tech,tough rules for ringtone sellers firms that flout rules on how ringtones and other mobile extras are sold could be cut off from all uk phone networks.  the rules allow offenders to be cut off if they do not let consumers know exactly what they get for their money and how to turn off the services. the first month under the new rules has seen at least ten firms suspended while they clean up the way they work. the rules have been brought in to ensure that the problems plaguing net users do not spread to mobile phones.  in the last couple of years ringtones  wallpapers  screensavers and lots of other extras for phones have become hugely popular. but fierce competition is making it difficult for firms to get their wares in front of consumers  said jeremy flynn  head of third party services at vodafone.   if you are not on the operator s portal you are going to have quite heavy marketing costs because it s a problem of how people discover your services   he said. to combat this many ringtone and other mobile content sellers started using a new tactic to squeeze more cash out of customers. this tactic involved signing people up for a subscription to give them  for instance  several ringtones per week or month instead of the single track they thought they were getting. mr flynn said that the move to using subscriptions happened over the space of a few weeks at the end of 2004. websites such as grumbletext.co.uk started getting reports from customers who were racking up large bills for phone content they did not know they had signed up for.  what made us uncomfortable was that these services were not being marketed transparently   said mr flynn.  people did not know they were being offered a subscription service.   we saw potential for substantial consumer harm here   he added.  the swift adoption of subscription services led to the creation of a new code of conduct for firms that want to sell content for mobile phones. the drafting of the new rules was led by the mobile entertainment forum and the uk s phone firms.  everyone is required to conform to this code of conduct   said andrew bud  regulatory head of the mef and executive chairman of messaging firm mblox.   it s all about transparency   he said.  consumers have to be told what they have got themselves into and how to get out of it.   the consumer has a right to be protected   he said. christian harris  partnership manager of mobile content firm zed  said the new system was essential if consumers were to trust companies that sell ringtones and other downloads.  the groundrules must be applied across the whole industry and if that s done effectively we will see the cowboys driven out   he said. the new rules came in to force on 15 january and the first month under the new regime has seen many firms cautioned for not honouring them. some have been told to revamp websites so customers know what they get for their money and what they are signing up for  said mr flynn. also  said mr flynn  vodafone has briefly cut off between eight and ten content sellers flouting the rules.  we have quite draconian contracts with firms   he said.  we do not have to say why. we can just cut them off.  under the rules consumers must be able to switch off the services by using a universal  stop  command sent via text message. he said the system had been designed to limit how much a consumer will pay if they inadvertently signed up for a service.  the mobile is so personal that people really resent the abuse of what is effectively part of their personality   said mr flynn.
tech,apple unveils low-cost  mac mini  apple has unveiled a new  low-cost macintosh computer for the masses  billed as the mac mini.  chief executive steve jobs showed off the new machine at his annual macworld speech  in san francisco. the $499 macintosh  sold for £339 in the uk  was described by jobs as the  most important mac  made by apple. mr jobs also unveiled the ipod shuffle  a new music player using cheaper flash memory rather than hard drives  which are used in more expensive ipods.  the new computer shifts the company into new territory - traditionally  the firm is known as a design and innovation-led firm rather than as a mass-market manufacturer. the mac mini comes without a monitor  keyboard and mouse  and a second version with a larger hard drive will also be sold for $599.  the machine - which will be available from 22 january - was described by jobs as  byodkm... bring your own display  keyboard  and mouse . in an attempt to win over windows pc customers  mr jobs said it would appeal to people thinking of changing operating systems.  people who are thinking of switching will have no more excuses   he said.  it s the newest and most affordable mac ever.  the new computer has been the subject of speculation for several weeks and while few people will be surprised by the announcement many analysts had already said it was a sensible move. in january  apple sued a website after it published what it said were specifications for the new computer. ian harris  deputy editor of uk magazine mac format  said the machine would appeal to pc-owning consumers who had purchased an ipod.   they want a further taste of mac because they like what they have seen with ipod.  harris added:  everybody thought that apple was happy to remain a niche maker of luxury computers  and moving into a market dominated by low margin manufacturers like dell is a bold move.  but it shows that apple is keen to capitalise on the mass market success it s had with the ipod. the mac mini will appeal to pc users looking for an attractive   no fuss  computer.  the new ipod shuffle comes in two versions - one offering 512mb of storage for $99 (£69 in the uk) and a second with one gigabyte of storage for $149 (£99) - and went on sale tuesday. the music player has no display and will play songs either consecutively or shuffled. the smaller ipod will hold about 120 songs  said mr jobs. mr jobs told the delegates at macworld that ipod already had a 65% market share of all digital music players.
tech,halo 2 sells five million copies microsoft is celebrating bumper sales of its xbox sci-fi shooter  halo 2.  the game has sold more than five million copies worldwide since it went on sale in mid-november  the company said. halo 2 has proved popular online  with gamers notching up a record 28 million hours playing the game on xbox live. according to microsoft  nine out of 10 xbox live members have played the game for an average of 91 minutes per session.  the sequel to the best-selling need for speed: underground has inched ahead of the competition to take the top slot in the official uk games charts. the racing game moved up one spot to first place  nudging gta: san andreas down to second place. halo 2 dropped one place to five  while half-life 2 fell to number nine. last week s new releases  goldeneye: rogue agent and killzone  both failed to make it into the top 10  debuting at number 11 and 12 respectively.  record numbers of warcraft fans are settling in the games online world. on the opening day of the world of warcraft massive multi-player online game more than 200 000 players signed up to play. on the evening of the first day more than 100 000 players were in the world  forcing blizzard to add another 34 servers to cope with the influx. the online game turns the stand alone warcraft games into a persistent world that players can inhabit not just visit  europe s gamers could be waiting until january to hear when they can get their mitts on nintendo s handheld device  nintendo ds  says gamesindustry.biz. david yarnton  nintendo uk general manager  told a press conference to look out for details in the new year. its us launch was on sunday and it goes on sale in japan on 2 december. nintendo has a 95% share of the handheld gaming market and said it expected to sell around five million of the ds by march 2005.
tech,consumers  snub portable video  consumers want music rather than movies while on the move  says a report.  produced by jupiter research the analysis of the portable media player market found only 13% of europeans want to watch video while out and about. by contrast  almost a third are interested in listening to music on a portable player such as an ipod. the firm said gadget makers should avoid hybrid devices and instead make sure music reproduction was as good as possible.  the report concluded that the driving force behind the growth of europe s portable player market was likely to be music  rather than films or any combination of the two. barely 5% of those questioned said they wanted a player that could play back both music and movies. only 7% wanted a player that could handle games and video.   dedicated music players are the only established digital media players in europe today despite their high prices   said ian fogg  jupiter analyst. mr fogg said although video players and smartphones were trying to cash in on this success they faced a tough job because of the compromises that had to be made when creating a dual-purpose device.  europeans care most about music playback   he said. the report showed that 27% of consumers asked are interested in portable music players. the research revealed that french  39%  and british  31%  consumers were most interested in music players. mr fogg said portable video players were likely to remain a niche product that would not be able to compete with devices dedicated to music playback.  a separate report by jupiter forecasts that the european digital music market will grow to 836m euros (£581m) by 2009. at the end of 2003  the market was worth 10.6m euros (£7.36m). digital music players will be behind this market growth said jupiter . apple s ipod was launched in october 2001  but the portable music player market has been growing steadily since the launch of the creative nomad jukebox in mid-2000. now consumers face an almost overwhelming choice of high-capacity portable music players that let them store every track on every cd that they own.
tech,anti-tremor mouse stops pc shakes a special adaptor that helps people with hand tremors control a computer mouse more easily has been developed.  the device uses similar  steady cam  technology found in camcorders to filter out shaking hand movements. people with hand tremors find it hard to use conventional mice for simple computer tasks because of the erratic movements of the cursor on the screen. about three million britons have some sort of hand tremor condition  said the uk national tremor foundation.  using a computer mouse is well known for being extremely hard for people with tremors so we re delighted to hear that a technology has been developed to address this problem   said karen walsh  from the uk national tremor foundation. most commonly associated with tremors is parkinson s disease  but they can also be caused by other conditions like essential tremor (et). tremors more often affect older people  but can hit all ages. et  for example  is genetic and can afflict people throughout their lives.  the assistive mouse adapter (ama) is the brainchild of ibm researcher jim levine who developed the prototype after seeing his uncle  who has parkinson s disease  struggle with mouse control.  i knew that there must be way to improve the situation for him and the millions of other tremor sufferers around the world  including the elderly.   the number of elderly computer users will increase as the population ages  and at the same time  the need for computer access grows   he said. computer users plug the device into a pc  and it can be adjusted depending on how severe the tremor is. it is also able to recognise multiple clicking on a mouse button caused by shaky digits. ibm said it would partner up with a small uk-based electronics firm  montrose secam  to produce the devices which will cost about £70. james cosgrave  one of the company s directors  said it would make a big difference to those with tremors.  i m a pilot and my tremor condition has not limited my ability to fly a plane   he said.  but using a pc has proven almost impossible simply because everything revolves around using the mouse to accurately manipulate the tiny cursor on the screen.  he said a prototype of the gadget had transformed his life.  the device could help open up computing to millions more people who have found shaking to be a barrier. last year  the office for national statistics reported that for the first time  more than half of all households in britain had a home computer. with prices getting cheaper to get online too  computer ownership is increasing. but although 62% of british people have tried the internet  only 15% of britons aged 65 or over have been online. more than six million uk households now have a broadband net. by the middle of 2005  it is estimated that 50% of all uk net users will be on broadband. there are still millions using the net through dial-up connections too.
tech,freeze on anti-spam campaign a campaign by lycos europe to target spam-related websites appears to have been put on hold.  earlier this week the company released a screensaver that bombarded the sites with data to try to bump up the running costs of the websites. but the site hosting the screensaver now displays a pink graphic and the words  stay tuned . no one at lycos was available for comment on latest developments in its controversial anti-spam campaign.  lycos europe s  make love not spam  campaign was intended as a way for users to fight back against the mountain of junk mail flooding inboxes. people were encouraged to download the screensaver which  when their pc was idle  would then send lots of data to sites that peddle the goods and services mentioned in spam messages. lycos said the idea was to get the spam sites running at 95% capacity and generate big bandwidth bills for the spammers behind the sites. but the plan has proved controversial.  monitoring firm netcraft analysed response times for some of the sites targeted by the screensaver and found that a number were completely knocked offline.  the downing of the sites could dent lycos claims that what it is doing does not amount to a distributed denial of service attack. in such attacks thousands of computers bombard sites with data in an attempt to overwhelm them. laws in many countries do not explicitly outlaw such attacks but many nations are re-drafting computer use laws to make them specific offences. lycos europe now appears to have put the plan on hold. the site hosting the screensaver currently shows a holding page  with the words   stay tuned . the numerical internet address of the site has also changed. this is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the lycos screensaver site. the campaign has come under fire from some corners of the web. many discussion groups have said that it set a dangerous precedent and could incite vigilantism.  attacking a spammer s website is like poking a grizzly bear sleeping in your back garden with a pointy stick   said graham cluley  senior technology consultant for sophos.  not only is this screensaver similar in its approach to a potentially illegal distributed denial of service attack  but it also is in danger of turning innocent computer users into vigilantes  who may not be prepared for whatever retaliation the spammers care to dream up.
tech,china net cafe culture crackdown chinese authorities closed 12 575 net cafes in the closing months of 2004  the country s government said.  according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.  the official xinhua news agency said the crackdown was carried out to create a  safer environment for young people in china . rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. the hours that children can use net cafes are also tightly regulated. china has long been worried that net cafes are an unhealthy influence on young people. the 12 575 cafes were shut in the three months from october to december. china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.  net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100 000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.
tech,speech takes on search engines a scottish firm is looking to attract web surfers with a search engine that reads out results.  called speegle  it has the look and feel of a normal search engine  with the added feature of being able to read out the results. scottish speech technology firm cec systems launched the site in november. but experts have questioned whether talking search engines are of any real benefit to people with visual impairments.  the edinburgh-based firm cec has married speech technology with ever-popular internet search. the ability to search is becoming increasingly crucial to surfers baffled by the huge amount of information available on the web.  according to search engine ask jeeves  around 80% of surfers visit search engines as their first port of call on the net. people visiting speegle can select one of three voices to read the results of a query or summarise news stories from sources such as the bbc and reuters.  it is still a bit robotic and can make a few mistakes but we are never going to have completely natural sounding voices and it is not bad   said speegle founder gordon renton.  the system is ideal for people with blurred vision or for those that just want to search for something in the background while they do something else.  we are not saying that it will be suitable for totally blind people  although the royal national institute of the blind (rnib) is looking at the technology   he added. but julie howell  digital policy manager at the rnib  expressed doubts over whether speegle and similar sites added anything to blind people s experience of the web.  there are a whole lot of options like this springing up on the web and one has to think carefully about what the market is going to be   she said.  blind people have specialised screen readers available to them which will do the job these technologies do in a more sophisticated way   she added.  the site uses a technology dubbed panavox  which takes web text and converts it into synthesised speech. in the past speech technology has only been compatible with broadband because of the huge files it downloads but cec says its compression technology means it will also work on slower dial-up connections. visitors to speegle may notice that the look and feel of the site bears more than a passing resemblance to the better known  if silent  search engine google. google has no connection with speegle and the use of bright colours is simply to make the site more visible for those with visual impairments  said mr renton.  it is not a rip-off. we are doing something that google does not do and is not planning to do and there is truth in the saying that imitation is the sincerest form of flattery   he said. speegle is proving popular with those learning english in countries such as japan and china.  the site is bombarded by people just listening to the words. the repetition could be useful although they may all end up talking like robots   said mr renton.
tech,cebit fever takes over hanover thousands of products and tens of thousands of visitors make cebit the place to be for technology lovers.   welcome to cebit 2005  was the message from the pilot as we landed  the message on flyers at the airport  and the message on just about every billboard in town. cebit fever has taken over hanover. hotels have been booked out for months; local people are letting out rooms in their homes to the hoards of exhibitors  visitors  and journalists. cebit itself is huge  the exhibition site could almost be classified as a town in its own right.  there are restaurants  shops  and a bus service between the halls - of which there are 27. there are more than 6 000 companies here  showing their latest products. the list of them that i was given when i came in is the size and weight of a phone book. one of the mains themes this year is the digital home  and one of the key buzzwords is convergence.  the  entertainment pc  is being billed as the replacement for dvd players  stereos  telephones and computers - offering a one-box solution  wirelessly connected throughout a house. to show them off  one display has been modelled as a prototype  digital lifestyle home  by german magazine computer reseller news.  we wanted to show how this fits into a living room or workplace  to give people a feeling how it would work in their homes   said claudia neulling from the magazine. the house has webcams for security in each room  which can be called up on the high definition tv  connected to the pc in the living room.  that pc provides home entertainment  movies or music. it can also be linked to the car parked outside  which is kitted out with a processor of its own  along with a dvd player and cordless headphones for the kids in the back.  convergence for me is about how technology  the transfer of data  can do things that make it easier and more convenient for me as a consumer   said mark brailey  director of corporate marketing for intel.  the real challenge is to show people it s easier than they think  and fun.   he firmly believes that entertainment pcs are the future  but says they have to get past people s fears of frequent crashes and incompatibilities. that is something microsoft is trying to do too - its stand has computers running windows xp media centre edition 2005 for people to try out. mobile phones do not escape the convergence theme. samsung is showing off its sgh-i300  a handset with a three gigabyte hard drive  that can be used to watch compressed video or as an mp3 player. and if you would rather watch live tv than a downloaded movie nec is showing a phone  on sale in china  which can show analogue tv on its colour screen.   i think the most probable application is at somewhere like the train station - if you want to check the status of the soccer game for example  said koji umemoto  manager of mobile terminals marketing for nec. he admitted that the signal quality is not very good if you are on the move  and they do not have plans to launch it in europe at the moment. nokia was happy to demonstrate its 6230i  an upgrade to the very popular 6230.  it now has a 1.3 megapixel camera  and a music player that can handle multiple formats  rather than just mp3s. it is also compatible with nokia s new visual radio technology. the handset can receive fm broadcasts  and the user can interact with compatible broadcasts using a gprs connection  to take part in competitions or get extra information such as the name of the song playing. most companies are reluctant to show prototypes  preferring to display products that are already on sale  or just about to hit the market.  portable media player firm creative showed off a new wireless technology  based on magnetic inductance rather than radio - a system some hearing aids use.  the benefits over conventional bluetooth are the lack of interference  and longer battery life   said riccardo de rinaldini  creative s european marketing manager. the firm has a prototype headset linked up to a zen micro player. the transmitter on the player creates a private  magnetic  bubble  around the user  which is picked up by the headset. the range is only about one metre so it is only suitable for personal use. a single aaa battery is said to last up to 30 hours. creative expects it to hit the market in its final form later this year. even clothing is likely to be part of the convergence trend. adidas has a trainer which  according to susanne risse from the company  can  sense  understand  and adapt to your running style . it has a battery  processor  and motor embedded in the sole. buttons on the side allow you to set the amount of cushioning you would like by adjusting the tension on a cable running through the heel. the processor then monitors the surface you are running on  and adjusts the tension accordingly. it is being billed as  the world s first intelligent shoe .
